Name,Offset,Min,Max,Skins Count,Skins Name,Unknown 1,Unknown 2,Faces/Triangles,Material Type,Unknown 3,Material,"Unknown 4(x,c,i)",Skins Index,Vertices Count,Vertex Stride,Unknown 5,Vertex Bytes,Indices Count,Index Bytes



construction/bridge/bridge_river/bridge_river_fence3/fence3.ply,0X0007A863,"-42.446609,-3.633211,0.000001","42.446609,3.633151,19.770119","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",50,0X00000404,material3.mtl,17750,Skin index: 

construction/bridge/bridge_river/bridge_river_land1/bridge_river_land1.ply,0X0007C003,"-70.341408,-94.180092,0.186323","70.341461,94.180031,162.597168","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",104,0X00000404,../common/material2.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land1/land1.ply,0X0007DBEE,"-121.358154,-90.908669,-7.527241","121.358093,90.908676,7.527241","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",4,0X00000404,../common/material1.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land1/road_bridge1.ply,0X0007DD88,"-121.428467,-90.850441,-21.260277","169.925797,90.850449,21.260288","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",414,0X00000404,../common/material1.mtl,17750,Skin index: 

construction/bridge/bridge_river/bridge_river_land1_concr/bridge_river_land1.ply,0X00085022,"-70.341408,-94.180092,0.186323","70.341461,94.180031,162.597168","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",105,0X00000404,../common/material2.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land1_concr/land1.ply,0X0008744E,"-121.358154,-90.908669,-7.527241","154.637817,90.908676,7.527241","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",25,0X00000404,../common/material1.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land1_concr/road_bridge1.ply,0X00087C0C,"-121.428467,-90.908669,-21.260277","192.144882,90.908676,21.260288","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",892,0X00000404,../common/material1.mtl,17741,Skin index: 

construction/bridge/bridge_river/bridge_river_land2/bridge_river_land2.ply,0X0009686C,"-29.576078,-94.180092,-0.009937","29.576082,94.180031,162.400909","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",220,0X00000404,../common/material2.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land2/land.ply,0X0009A00E,"-118.426071,-90.908661,0.000002","118.426056,90.908707,0.000004","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",4,0X00000404,../common/material1.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land2/road_bridge.ply,0X0009A1E7,"-169.583984,-90.850410,-20.792381","163.640915,90.850456,20.792377","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",504,0X00000404,../common/material1.mtl,17750,Skin index: 

construction/bridge/bridge_river/bridge_river_land2_concr/bridge_river_land2.ply,0X000A31CE,"-29.576078,-94.180092,-0.009937","29.576082,94.180031,162.400909","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",220,0X00000404,../common/material2.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land2_concr/land2.ply,0X000A704F,"-160.961563,-90.908691,6.937598","157.312500,90.891083,7.527241","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",37,0X00000404,../common/material1.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land2_concr/road_bridge02.ply,0X000A7CB6,"-171.002075,-90.908653,-20.492561","193.034119,90.891075,21.260288","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",1093,0X00000404,../common/material1.mtl,17741,Skin index: 
construction/bridge/bridge_river/bridge_river_land2_concr/road_bridge2.ply,0X000BA028,"-171.002075,-90.908653,-20.492561","193.034119,90.891220,21.260288","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",1130,0X00000404,../common/material1.mtl,17741,Skin index: 

construction/bridge/bridge_river/bridge_river_land3_concr/bridge_river_land3.ply,0X000CCF96,"-70.341408,-94.180092,0.186323","70.341461,94.180031,162.597168","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",104,0X00000404,../common/material2.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land3_concr/land3.ply,0X000CF35C,"-121.358154,-90.896957,-7.527241","167.233627,90.915787,7.527241","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",21,0X00000404,../common/material1.mtl,17750,Skin index: 
construction/bridge/bridge_river/bridge_river_land3_concr/road_bridge3.ply,0X000CFA22,"-121.428467,-90.896957,-21.260277","193.117126,90.915787,21.260288","0X00000024: 0x0112, 274","0X00000028: 0x0000, 0",884,0X00000404,../common/material1.mtl,17741,Skin index: 



